Actors,Awards,BoxOffice,Country,DVD,Director,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons,Ratings.Internet Movie Database,Ratings.Rotten Tomatoes,Ratings.Metacritic
"Naomi Fontanos, Julita Laude, Virginia Lacsa Suarez, Meredith Talusan",,,"USA, Philippines",,PJ Raval,,Documentary,"Tagalog, English",,"When Jennifer Laude, a Filipina transwoman, is brutally murdered by a U.S. Marine, three women intimately invested in the case--an activist attorney, a transgender journalist and Jennifer's...",https://m.media-amazon.com/images/M/MV5BMTFlNDM4NTYtZDQ1My00MTExLTk2YmUtNTRiNmQwOGUyMDMxXkEyXkFqcGdeQXVyMjcxNDE4MQ@@._V1_SX300.jpg,,,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",19-Apr-18,TRUE,,Call Her Ganda,movie,,"Victoria Chalk, PJ Raval",2018,tt7288562,7.8,10,,0.78,-1,-1
"Rory Culkin, Robert Sheehan, Isabelle McNally, Mary Beth Peil",,,USA,25-Sep-18,Ari Gold,,Drama,English,,,https://images-na.ssl-images-amazon.com/images/M/MV5BYTFlYzIxMmYtZDM5Zi00NGYzLWFlZTYtZTFiYjc4ZjJhNzQ4XkEyXkFqcGdeQXVyNDkzMjcyMg@@._V1_SX300.jpg,Grack Films,,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",21-Jun-17,TRUE,100 min,The Song of Sway Lake,movie,,"Elizabeth Bull, Ari Gold",2017,tt6371588,7.6,17,,0.76,-1,-1
"Andrew Alexander, Anne Beatts, Chevy Chase, Bill Hader",,,"Canada, USA",21-Sep-18,Lisa Dapolito,,Documentary,English,72,"In her own words, comedienne Gilda Radner looks back and reflects on her life and career. Weaving together recently discovered audiotapes, interviews with her friends, rare home movies and diaries read by modern day comediennes (including Amy Poehler), LOVE Gilda offers a unique window into the honest and whimsical world of a beloved performer whose greatest role was sharing her story.",https://m.media-amazon.com/images/M/MV5BZTMxOWI1ODUtYzZjYy00MTBiLWIyZGQtNTRjNTY5NGZmMjc4XkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_SX300.jpg,3 Faces Films,,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",21-Sep-18,TRUE,88 min,Love Gilda,movie,,,2018,tt5424228,7.3,69,,0.73,0.84,0.72
"Jack Black, Cate Blanchett, Owen Vaccaro, Kyle MacLachlan",,,USA,,Eli Roth,,"Comedy, Family, Fantasy",English,57,A young orphan named Lewis Barnavelt aids his magical uncle in locating a clock with the power to bring about the end of the world.,https://m.media-amazon.com/images/M/MV5BMTk1MzM1ODEwOV5BMl5BanBnXkFtZTgwMTE0OTA4NTM@._V1_SX300.jpg,Universal Pictures,,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",21-Sep-18,TRUE,105 min,The House with a Clock in Its Walls,movie,https://www.housewithaclock.com/,"Eric Kripke (screenplay by), John Bellairs (based on the novel by)",2018,tt2119543,6.3,"6,309",,0.63,0.68,0.57
"Martin Scorsese, Werner Herzog, Ava DuVernay, Errol Morris",25 wins & 31 nominations.,"$809,724 ",USA,17-Feb-15,Steve James,,"Documentary, Biography",English,87,"'Life Itself' recounts the surprising and entertaining life of world-renowned film critic and social commentator Roger Ebert - a story that's by turns personal, wistful, funny, painful, and transcendent. The film explores the impact and legacy of Roger Ebert's life: from his Pulitzer Prize-winning film criticism and his nearly quarter-century run with Gene Siskel on their review show, to becoming one of the country's most influential cultural voices, and finally to Roger's inspiring battles with cancer and the resulting physical disability - how he literally and symbolically put a new face on the disease and continued to be a cultural force despite it.",https://m.media-amazon.com/images/M/MV5BMTQ2OTQzMjcxNF5BMl5BanBnXkFtZTgwMzc2Njk3MTE@._V1_SX300.jpg,Magnolia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",4-Jul-14,TRUE,120 min,Life Itself,movie,http://www.magpictures.com/lifeitself/,,2014,tt2382298,7.8,"13,693",,0.78,0.97,0.87
"Geoff Dyer, Jeffrey Fraenkel, Susan Kismaric, Erin O'Toole",,,USA,,Sasha Waters Freyer,,Documentary,English,,,https://m.media-amazon.com/images/M/MV5BMTkyMzYyMzQzOF5BMl5BanBnXkFtZTgwMDczMTc3NDM@._V1_SX300.jpg,Greenwich Entertainment,,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]",19-Sep-18,TRUE,90 min,Garry Winogrand: All Things are Photographable,movie,https://www.winograndthefilm.com/,,2018,tt7977594,7.3,6,,0.73,0.92,-1
"Nicolas Cage, Andrea Riseborough, Linus Roache, Ned Dennehy",,,"Belgium, USA",30-Oct-18,Panos Cosmatos,,"Action, Horror, Thriller",English,82,"Mandy is set in the primal wilderness of 1983 where Red Miller, a broken and haunted man, hunts an unhinged religious sect who slaughtered the love of his life.",https://m.media-amazon.com/images/M/MV5BMjk1MjhmZWQtNzU3OC00NDE4LThlODQtNTdhZGM4M2E3MWZkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,RLJE Films,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",14-Sep-18,TRUE,121 min,Mandy,movie,,"Panos Cosmatos, Aaron Stewart-Ahn, Panos Cosmatos (story by), Chris 'Casper' Kelly (Cheddar Goblin ad)",2018,tt6998518,6.8,"13,722",,0.68,0.94,0.82
"Charlie Tahan, Ben Mendelsohn, Connie Britton, Thomas Mann",,,USA,14-Sep-18,Nicole Holofcener,,"Comedy, Drama",English,70,"Anders Hill, long ensconced in ""the land of steady habits""-the affluent hamlets of Connecticut that dot the commuter rail line-is finally ready to reap the rewards of a sensible life. Into his mid fifties and newly retired, his grown son's college tuitions paid in full, Anders decides he's had enough of steady habits: he leaves his wife, buys a condo, and waits for freedom to transform him. Stripped of the comforts of his previous identity, Anders embarks on a clumsy, and heartbreaking journey to reconcile his past with his present.",https://m.media-amazon.com/images/M/MV5BMTg0NjY4MjIxM15BMl5BanBnXkFtZTgwMTk2MjIyNjM@._V1_SX300.jpg,Netflix,,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",14-Sep-18,TRUE,98 min,The Land of Steady Habits,movie,,"Nicole Holofcener, Ted Thompson (based on the novel by)",2018,tt6485928,6.3,454,,0.63,0.84,0.7
,1 nomination.,,USA,,RaMell Ross,,Documentary,English,,"Composed of intimate and unencumbered moments of people in a community, this film is constructed in a form that allows the viewer an emotive impression of the Historic South - trumpeting ...",,The Cinema Guild,,"[{'Source': 'Rotten Tomatoes', 'Value': '95%'}]",19-Jan-18,TRUE,76 min,"Hale County This Morning, This Evening",movie,,"Maya Krinsky, RaMell Ross",2018,tt6634646,,,,-1,0.95,-1
"John Lydon, Martin Atkins, Jah Wobble",,,USA,,Tabbert Fiiller,,Documentary,English,,British rock icon John Lydon and fellow bandmates recall the years they spent performing as Public Image Ltd.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwMzk1OTUyOF5BMl5BanBnXkFtZTgwMzY1MDcwMjI@._V1_SX300.jpg,Abramorama,,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}]",21-Apr-17,TRUE,103 min,The Public Image is Rotten,movie,https://thepublicimageisrotten.com/,,2017,tt6794466,8,9,,0.8,0.62,-1
,,,Mexico,,Alonso Ruizpalacios,,"Crime, Drama",Spanish,,,,,,[],,TRUE,,Museo,movie,,"Manuel Alcalá, Alonso Ruizpalacios",2017,tt4958448,,,,-1,-1,-1
"Anna Kendrick, Ian Ho, Joshua Satine, Glenda Braganza",,,USA,,Paul Feig,,"Comedy, Crime, Drama",English,67,A woman seeks to uncover the truth behind the disappearance of her best friend.,https://m.media-amazon.com/images/M/MV5BZjFiMGNiNmItMzNiNi00Mjc1LTg1N2YtNWE2NTE5N2VlZTQ3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Lionsgate,,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",14-Sep-18,TRUE,117 min,A Simple Favor,movie,,"Jessica Sharzer (screenplay by), Darcey Bell (based upon the novel by)",2018,tt7040874,7.2,"16,475",,0.72,0.84,0.67
"Julie Keith, Yi Sun, Fu Ning, Anonymous",,,Canada,,Leon Lee,,Documentary,English,,"When a desperate SOS letter penned by a political prisoner turns up in Halloween decorations sold in Oregon, it sparks a nail-biting chain of events that exposes appalling human rights ...",https://ia.media-imdb.com/images/M/MV5BYjk2YTNlYmQtODIyMC00M2FmLWEwNzMtNWQyMDZjNjY4NjMwXkEyXkFqcGdeQXVyNTEwMjcwNjY@._V1_SX300.jpg,Flying Cloud Productions,,"[{'Source': 'Internet Movie Database', 'Value': '8.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",27-Apr-18,TRUE,75 min,Letter from Masanjia,movie,http://www.letterfrommasanjia.com/,"Caylan Ford, Leon Lee",2018,tt6390580,8.9,15,,0.89,1,-1
"Abbie Cornish, Amandla Stenberg, Christopher Eccleston, George MacKay",,,UK,6-Dec-18,Amma Asante,,"Drama, Romance, War",English,45,A rites of passage story of a bi-racial teen struggling for survival in Nazi Germany.,https://m.media-amazon.com/images/M/MV5BYjYyMDZiZTAtZjVkMi00YzI3LWE5YTktYTNkODAyNzY5MmNmXkEyXkFqcGdeQXVyMjU3NTI0Mg@@._V1_SX300.jpg,Vertical Entertainment,,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",14-Sep-18,TRUE,122 min,Where Hands Touch,movie,,Amma Asante,2018,tt1235187,4.8,108,,0.48,0.52,0.45
"Boyd Holbrook, Trevante Rhodes, Jacob Tremblay, Keegan-Michael Key",,,"USA, Canada",,Shane Black,,"Action, Adventure, Horror","English, Spanish",49,"When a young boy accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled science teacher can prevent the end of the human race.",https://m.media-amazon.com/images/M/MV5BMjM5MDk2NDIxMF5BMl5BanBnXkFtZTgwNjU5NDk3NTM@._V1_SX300.jpg,20th Century Fox,,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",14-Sep-18,TRUE,107 min,The Predator,movie,,"Fred Dekker, Shane Black, Jim Thomas (based on characters created by), John Thomas (based on characters created by)",2018,tt3829266,5.9,"30,746",,0.59,0.35,0.49
"Johnny Hines, Doris Phillips, Jean Reno",,,USA,,William Watson,,"Comedy, Short",English,,,,,,[],28-Dec-30,TRUE,19 min,Don't Leave Home,movie,,"Neal Burns, Walter DeLeon",1930,tt0349364,,,,-1,-1,-1
"Kelly McCormick, Tiffany, Jeff Turner",1 win.,,USA,7-Sep-10,Sean Donnelly,,Documentary,English,,"Every celebrity deals with his or her share of obsessed fans. ""I Think We're Alone Now"" is a documentary that focuses on two individuals, Jeff and Kelly, who claim to be in love with the 80's pop singer Tiffany. Jeff Turner, a 50-year-old man from Santa Cruz, California has attended Tiffany concerts since 1988. Diagnosed with Asperger's syndrome, he never had a girlfriend. Jeff spends his days hanging out on the streets of Santa Cruz, striking up conversations with anyone who has a moment to spare. Kelly McCormick is a 38-year-old hermaphrodite from Denver, Colorado, who claims to have been friends with Tiffany as a teenager. She credits Tiffany as the shining star who has motivated her to do everything in her life. Both Jeff and Kelly have been labeled stalkers by the media and other Tiffany fans. This film takes you inside the lonely lives these two characters, revealing the source of their clinging obsessions. This age-old story of unrequited love takes a comedic and emotional trip through themes of desperation, isolation, and hope, in the end showing that having something, or someone, to believe in can be more powerful than anything reality has to offer.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwNDMyNDMyMl5BMl5BanBnXkFtZTgwMDgyMjA2MDE@._V1_SX300.jpg,Awesome and Modest Productions,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",20-Jan-08,TRUE,70 min,I Think We're Alone Now,movie,http://www.ithinkwerealonenow.com,,2008,tt1152828,6.8,"1,099",,0.68,0.75,-1
"Fionn Whitehead, Emma Thompson, Stanley Tucci, Rupert Vansittart",,,UK,9-Aug-18,Richard Eyre,,Drama,,,"As her marriage to Jack (Stanley Tucci) founders, eminent High Court judge Fiona Maye (Emma Thompson) has a life-changing decision to make at work - should she force a teenage boy, Adam (...",https://images-na.ssl-images-amazon.com/images/M/MV5BNTQwNjcxMzItNjIyOS00MjcyLTllZTctYTQ4YjgwMjczNDkyXkEyXkFqcGdeQXVyNTQ1MTYzNzY@._V1_SX300.jpg,A24 and DIRECTV,,"[{'Source': 'Rotten Tomatoes', 'Value': '70%'}]",1-Sep-17,TRUE,105 min,The Children Act,movie,,Ian McEwan,2017,tt6040662,,,,-1,0.7,-1
,,,USA,,"Cristina Costantini, Darren Foster",,Documentary,English,71,"Nine high school students from disparate corners of the globe navigate rivalries, setbacks, and hormones on their quest to win the international science fair. Only one can be named ""Best in Fair.""",https://m.media-amazon.com/images/M/MV5BMTU0MzE3Njc0M15BMl5BanBnXkFtZTgwODYwMzUzNjM@._V1_SX300.jpg,National Geographic Documentary Films,,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",14-Sep-18,TRUE,90 min,Science Fair,movie,,"Cristina Costantini, Darren Foster, Jeff Plunkett",2018,tt7153434,8.3,70,,0.83,1,0.71
,,,USA,,James D. Stern,,Documentary,English,,,https://m.media-amazon.com/images/M/MV5BNzE1Y2I5MDQtNTVmNS00NTNmLTg3N2UtZGU4YzhlNTcxNjc2XkEyXkFqcGdeQXVyODcyODY1Mzg@._V1_SX300.jpg,Endgame Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '3.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}]",14-Sep-18,TRUE,90 min,American Chaos,movie,,,2018,tt8420442,3,14,,0.3,0.7,-1
"Radoslaw Peciak, Angelica Pegani, Martin Highfly",,,Poland,,,,Musical,English,,,,,,[],26-Jun-06,TRUE,,Bel Canto,movie,,,2006,tt4058142,,,,-1,-1,-1
"Caitlin Carmichael, Amanda Baker, Corbin Bernsen, Don Swayze",,,USA,9-Sep-13,David Dunn Jr.,,"Horror, Thriller",English,,A young woman reawakens evil forces in a house a notorious crime occurred.,https://m.media-amazon.com/images/M/MV5BMTEyNTQ0NzQ3ODVeQTJeQWpwZ15BbWU3MDE2MzU2MTg@._V1_SX300.jpg,,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '2.5/10'}]",10-Sep-13,TRUE,86 min,Lizzie,movie,,"Leif Holt (screenplay), Marielle Seastrom (revisions)",2012,tt1582213,2.5,757,,0.25,-1,-1
,,,USA,,"Ricki Stern, Anne Sundberg",,Documentary,English,70,"A deep historical look at one of the most controversial issues of our time, highlighting the abortion debate from various points along the ideological spectrum in a winding story of abortion in America.",https://m.media-amazon.com/images/M/MV5BOTg1NzE4NDcxMl5BMl5BanBnXkFtZTgwNzE2MzEzNjM@._V1_SX300.jpg,,,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",13-Sep-18,TRUE,99 min,Reversing Roe,movie,,,2018,tt8948614,6.7,75,,0.67,0.8,0.7
"Matthew McConaughey, Jennifer Jason Leigh, Rory Cochrane, Eddie Marsan",,,USA,,Yann Demange,,"Crime, Drama",English,,"The story of teenager Richard Wershe Jr., who became an undercover informant for the FBI during the 1980s and was ultimately arrested for drug-trafficking and sentenced to life in prison.",https://m.media-amazon.com/images/M/MV5BNzNlZWVmMjYtY2JhNi00OGZmLWJmODgtODgyMmI3NDM0NWE5XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,Columbia Pictures,,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",14-Sep-18,TRUE,110 min,White Boy Rick,movie,,"Andy Weiss, Logan Miller, Noah Miller",2018,tt4537896,8.1,61,,0.81,0.6,-1
"Philippe Lemaire, Juliette Gréco, Yvonne Sanson, Irene Galter",,,"France, Italy",,Jean-Pierre Melville,,Drama,French,,"Therese is a nun-in-training who returns to ""civilian"" life to care for her young sister Denise.",https://images-na.ssl-images-amazon.com/images/M/MV5BOGRjZmVkODMtNzdkNi00NzczLTk1ODctOTg5MWNmOWM2ZDM5XkEyXkFqcGdeQXVyMTYzNTE3NDA@._V1_SX300.jpg,,,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",26-Jul-53,TRUE,104 min,When You Read This Letter,movie,,Jacques Deval,1953,tt0045981,6.8,268,,0.68,-1,-1
"Zethu Dlomo, Garth Breytenbach, Kenneth Fok, Anthony Oseyemi",1 nomination.,,South Africa,,Michael Matthews,,"Drama, Thriller, Western","Xhosa, Southern Sotho",,"Twenty years ago, the young 'Five Fingers' fought for the rural town of Marseilles, against brutal police oppression. Now, after fleeing in disgrace, freedom-fighter-turned-'outlaw' Tau returns to Marseilles, seeking only a peaceful pastoral life. When he finds the town under new threat, he must reluctantly fight to free it. can he free himself from his past? Will the Five Fingers stand again?",https://ia.media-imdb.com/images/M/MV5BYjk0MmMxZjQtNDBiNC00N2RlLTg3OWItMWE2NDRkZjJmMWE3XkEyXkFqcGdeQXVyNDU1MTgzNzk@._V1_SX300.jpg,Uncork'd Entertainment,,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}]",6-Apr-18,TRUE,120 min,Five Fingers for Marseilles,movie,,"Sean Drummond, Sean Drummond",2017,tt2396489,7.5,64,,0.75,0.74,-1
"Paul Newman, Lolita Davidovich, Jerry Hardin, Gailard Sartain",Nominated for 1 Oscar. Another 1 win & 2 nominations.,,USA,6-Apr-04,Ron Shelton,,"Biography, Drama",English,67,"This movie tells the story of the latter years of Earl Long, a flamboyant governor of Louisiana. The aging Earl, an unapologetic habitue of strip joints, falls in love with young stripper Blaze Starr. When Earl and Blaze move in together, Earl's opponents use this to attack his controversial political program, which included civil rights for blacks in the 1950's. Can Earl keep Blaze and retain control of the state?",https://m.media-amazon.com/images/M/MV5BN2UzODlhNjEtYjEwYS00N2Q0LTlhMWUtZWI4YzZhMWNhYTRiL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Touchstone Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",13-Dec-89,TRUE,120 min,Blaze,movie,,"Blaze Starr (book), Huey Perry (book), Ron Shelton (screenplay)",1989,tt0096943,5.9,"3,258",,0.59,0.8,0.67
"Jennifer Garner, John Gallagher Jr., John Ortiz, Juan Pablo Raba",,,"USA, Hong Kong",,Pierre Morel,,"Action, Drama, Thriller","English, Spanish",29,"Five years after her husband and daughter are killed in a senseless act of violence, a woman comes back from self-imposed exile to seek revenge against those responsible and the system that let them go free.",https://m.media-amazon.com/images/M/MV5BNWVlMjQ3MjItOWE3YS00YTYwLWE0ZDMtZWMyZWY1NzkxNWIwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,STXfilms,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",7-Sep-18,TRUE,101 min,Peppermint,movie,,Chad St. John,2018,tt6850820,6.6,"6,150",,0.66,0.11,0.29
"Yoshimasa Hosoya, Yôko Hikasa, Mamoru Miyano, Tamio Ohki",2 nominations.,,Japan,2-Sep-14,Ryôtarô Makihara,,"Animation, Drama, Romance",Japanese,,"The story takes place in a technologically advanced society in which robots can be programmed to behave like a complete human. A robot is asked to replace Hal, who died in an accident, to help Kurumi, Hal's girlfriend move on in life. ""Hal"" struggles to understand the real Hal's past, Kurumi's affections towards Hal as well as the meaning of being alive.",https://m.media-amazon.com/images/M/MV5BNzE1NjQ2MzQ1NF5BMl5BanBnXkFtZTgwMzYyNjI2MjE@._V1_SX300.jpg,Pony Canyon,TV-14,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",8-Jun-13,TRUE,60 min,Hal,movie,http://hal-anime.com/,Izumi Kizara,2013,tt2573198,6.8,"1,157",,0.68,-1,-1
